"Year","Month","Day","Period","G1","G2"
2030,4,8,9,0.269793708,0.142610681
2030,4,8,10,0.604406922,0.91855407
2030,4,8,11,0.806758348,0.158258091
2030,4,8,12,0.270696085,0.853311135
2030,4,8,13,0.297458982,0.459263563
2030,4,8,14,0.318162613,0.43087979
2030,4,8,15,0.037124388,0.024845165
2030,4,8,16,0.796559563,0.294659531
2030,4,8,17,0.266179648,0.012535647
2030,4,8,18,0.596664866,0.871878831
2030,4,8,19,0.115555838,0.120819634
2030,4,8,20,0.069763852,0.673841624
2030,4,8,21,0.28340184,0.283099352
2030,4,8,22,0.670102069,0.651496397
2030,4,8,23,0.709923979,0.450266439
2030,4,9,0,0.864743287,0.704684612
2030,4,9,1,0.002404563,0.878154933
2030,4,9,2,0.724512873,0.814616782
2030,4,9,3,0.20876121,0.079464641
2030,4,9,4,0.541281646,0.321645811
2030,4,9,5,0.412289201,0.252503194
2030,4,9,6,0.065119468,0.065044396
2030,4,9,7,0.604281599,0.8539954
2030,4,9,8,0.212450821,0.497458271
2030,4,9,9,0.651456236,0.621551011
2030,4,9,10,0.281123013,0.390512249
2030,4,9,11,0.028378111,0.459322681
2030,4,9,12,0.365426531,0.611720235
2030,4,9,13,0.956484592,0.189918993
2030,4,9,14,0.22003243,0.419176201
2030,4,9,15,0.184073213,0.578941502
2030,4,9,16,0.622331212,0.026258434
2030,4,9,17,0.891313105,0.41994488
2030,4,9,18,0.998025239,0.560760667
2030,4,9,19,0.41258337,0.653350175
2030,4,9,20,0.385325015,0.591834716
2030,4,9,21,0.795958838,0.167469743
2030,4,9,22,0.709356407,0.906458556
2030,4,9,23,0.140226955,0.948174721
2030,4,10,0,0.401892794,0.702996041
2030,4,10,1,0.588110864,0.439148563
2030,4,10,2,0.828301339,0.497566584
2030,4,10,3,0.110529538,0.27219573
2030,4,10,4,0.306452263,0.305474685
2030,4,10,5,0.940531784,0.903741688
2030,4,10,6,0.344456463,0.464120955
2030,4,10,7,0.515071076,0.821343328
2030,4,10,8,0.989754859,0.427529583
2030,4,10,9,0.711085168,0.097998787
2030,4,10,10,0.676393473,0.324757746
2030,4,10,11,0.412277628,0.062694885
2030,4,10,12,0.898855013,0.193144957
2030,4,10,13,0.999951837,0.731733668
2030,4,10,14,0.468925968,0.878939252
2030,4,10,15,0.33796956,0.747514909
2030,4,10,16,0.53910165,0.312645433
2030,4,10,17,0.911029039,0.475352392
2030,4,10,18,0.835293796,0.544267488
2030,4,10,19,0.634055634,0.465778186
2030,4,10,20,0.122180369,0.598346008
2030,4,10,21,0.50406466,0.020995237
2030,4,10,22,0.829335285,0.462672035
2030,4,10,23,0.196100052,0.663963188
2030,4,11,0,0.255700935,0.259109404
2030,4,11,1,0.227085749,0.459372461
2030,4,11,2,0.429794736,0.164451932
2030,4,11,3,0.080386218,0.878306011
2030,4,11,4,0.728850537,0.399205286
2030,4,11,5,0.887610907,0.881855651
2030,4,11,6,0.291414238,0.72684312
2030,4,11,7,0.861917864,0.416421299
2030,4,11,8,0.170320581,0.028794844
2030,4,11,9,0.291966955,0.269074142
2030,4,11,10,0.707010599,0.003740025
2030,4,11,11,0.595950544,0.919447033
2030,4,11,12,0.272481243,0.559379033
2030,4,11,13,0.439129539,0.772260256
2030,4,11,14,0.5029034,0.314940724
2030,4,11,15,0.562691023,0.103919464
2030,4,11,16,0.226736886,0.046650111
2030,4,11,17,0.864006313,0.89938286
2030,4,11,18,0.910496138,0.720575188
2030,4,11,19,0.614406007,0.01772934
2030,4,11,20,0.075397743,0.326797497
2030,4,11,21,0.519320009,0.685089816
2030,4,11,22,0.763476382,0.349146473
2030,4,11,23,0.695640688,0.162186818
2030,4,12,0,0.03081149,0.773664023
2030,4,12,1,0.746820523,0.564925297
2030,4,12,2,0.149602364,0.278257405
2030,4,12,3,0.311234726,0.859045362
2030,4,12,4,0.690949462,0.257408703
2030,4,12,5,0.075591593,0.209900599
2030,4,12,6,0.820352007,0.596001399
2030,4,12,7,0.479417776,0.365948623
2030,4,12,8,0.532715052,0.714747017
2030,4,12,9,0.129022899,0.46055643
2030,4,12,10,0.881161464,0.3702987
2030,4,12,11,0.759046434,0.223665624
2030,4,12,12,0.632502761,0.538009039
2030,4,12,13,0.107356409,0.306392425
2030,4,12,14,0.028174566,0.718896923
2030,4,12,15,0.646790552,0.01738
2030,4,12,16,0.993924283,0.483710478
2030,4,12,17,0.719090688,0.707952678
2030,4,12,18,0.430284348,0.41763689
2030,4,12,19,0.7320406,0.069779565
2030,4,12,20,0.737972295,0.137760727
2030,4,12,21,0.917288714,0.028263457
2030,4,12,22,0.588532384,0.215056584
2030,4,12,23,0.698548633,0.533093441
2030,4,13,0,0.674991544,0.164856776
2030,4,13,1,0.955016339,0.160064632
2030,4,13,2,0.617468936,0.076585627
2030,4,13,3,0.773062047,0.889845774
2030,4,13,4,0.681503568,0.127024162
2030,4,13,5,0.267981683,0.190917827
2030,4,13,6,0.997662094,0.266309394
2030,4,13,7,0.004981198,0.336315599
2030,4,13,8,0.858618416,0.721541556
2030,4,13,9,0.602809375,0.073167678
2030,4,13,10,0.488931138,0.805495289
2030,4,13,11,0.884526384,0.714895722
2030,4,13,12,0.157675776,0.89731733
2030,4,13,13,0.918477614,0.547762156
2030,4,13,14,0.974606842,0.682707332
2030,4,13,15,0.389889067,0.764673528
2030,4,13,16,0.842008453,0.756545287
2030,4,13,17,0.859100607,0.104078247
2030,4,13,18,0.627935241,0.499514396
2030,4,13,19,0.440869749,0.806624072
2030,4,13,20,0.253362774,0.982619211
2030,4,13,21,0.884718326,0.012574376
2030,4,13,22,0.719596639,0.524448215
2030,4,13,23,0.075322396,0.233225734
2030,4,14,0,0.285643849,0.250454055
2030,4,14,1,0.353399729,0.183096108
2030,4,14,2,0.110595167,0.391304007
2030,4,14,3,0.564177591,0.839659186
2030,4,14,4,0.052621631,0.765795454
2030,4,14,5,0.771922846,0.041712521
2030,4,14,6,0.946963244,0.524955075
2030,4,14,7,0.849854528,0.627115471
2030,4,14,8,0.909303881,0.284373231
2030,4,14,9,0.541536465,0.455329788
2030,4,14,10,0.648091064,0.679567647
2030,4,14,11,0.705796213,0.85826639
2030,4,14,12,0.768374043,0.385803631
2030,4,14,13,0.673680387,0.100808032
2030,4,14,14,0.98096386,0.062327191
2030,4,14,15,0.669711494,0.826968941
2030,4,14,16,0.748656744,0.364458586
2030,4,14,17,0.793023741,0.099287491
2030,4,14,18,0.894722761,0.32468376
2030,4,14,19,0.276871822,0.517590425
2030,4,14,20,0.402417783,0.140190767
2030,4,14,21,0.917033085,0.271388145
2030,4,14,22,0.589556228,0.130669312
2030,4,14,23,0.07110995,0.214685083
2030,4,15,0,0.052098534,0.473352949
2030,4,15,1,0.018188109,0.092545158
2030,4,15,2,0.221809212,0.564881535
2030,4,15,3,0.2584127,0.833637479
2030,4,15,4,0.662562758,0.335454639
2030,4,15,5,0.628449298,0.182437787
2030,4,15,6,0.668090238,0.27404198
2030,4,15,7,0.608491692,0.423209275
2030,4,15,8,0.964402261,0.291973834
2030,4,15,9,0.899768631,0.775971306
2030,4,15,10,0.767907381,0.853235832
2030,4,15,11,0.710251719,0.223484638
2030,4,15,12,0.289194137,0.405663423
2030,4,15,13,0.381147456,0.920818209
2030,4,15,14,0.609490869,0.000483499
2030,4,15,15,0.371818671,0.525572064
2030,4,15,16,0.660370906,0.845862022
2030,4,15,17,0.042404648,0.068106187
2030,4,15,18,0.718188742,0.872861881
2030,4,15,19,0.187158937,0.833837251
2030,4,15,20,0.006959141,0.397968768
2030,4,15,21,0.462248986,0.034837392
2030,4,15,22,0.405557122,0.523153117
2030,4,15,23,0.537117363,0.716307923
2030,4,16,0,0.972124049,0.957647601
2030,4,16,1,0.769881165,0.184639852
2030,4,16,2,0.118729429,0.081647468
2030,4,16,3,0.167681346,0.327956336
2030,4,16,4,0.924753435,0.557018004
2030,4,16,5,0.255922333,0.685406061
2030,4,16,6,0.129557414,0.198086868
2030,4,16,7,0.406290586,0.526188577
2030,4,16,8,0.148642394,0.044029974
2030,4,16,9,0.311402408,0.774693222
2030,4,16,10,0.768561102,0.641084481
2030,4,16,11,0.903316872,0.003622131
2030,4,16,12,0.638075034,0.900300069
2030,4,16,13,0.965375581,0.332757142
2030,4,16,14,0.961517432,0.795377573
2030,4,16,15,0.901687719,0.454266287
2030,4,16,16,0.267710193,0.912192114
2030,4,16,17,0.589010196,0.408326699
2030,4,16,18,0.630761473,0.988418033
2030,4,16,19,0.740818992,0.445456769
2030,4,16,20,0.066567368,0.518301609
2030,4,16,21,0.551574123,0.937486995
2030,4,16,22,0.978099524,0.44672269
2030,4,16,23,0.912002398,0.912506342
2030,4,17,0,0.298321972,0.47699868
2030,4,17,1,0.874677437,0.990385934
2030,4,17,2,0.967002793,0.793813465
2030,4,17,3,0.460501171,0.106135639
2030,4,17,4,0.239854588,0.931867982
2030,4,17,5,0.813569842,0.045828246
2030,4,17,6,0.916511179,0.557851637
2030,4,17,7,0.156379391,0.528267698
2030,4,17,8,0.696430772,0.188122074
2030,4,17,9,0.372959053,0.322839002
2030,4,17,10,0.350418379,0.440690192
2030,4,17,11,0.892367721,0.585803848
2030,4,17,12,0.606894867,0.438874683
2030,4,17,13,0.484446064,0.511456023
2030,4,17,14,0.430508238,0.637892657
2030,4,17,15,0.537696562,0.452932836
2030,4,17,16,0.721301031,0.107400644
2030,4,17,17,0.853778098,0.991683654
2030,4,17,18,0.75648252,0.784069472
2030,4,17,19,0.147405998,0.809002896
2030,4,17,20,0.669476478,0.670736382
2030,4,17,21,0.456337015,0.822185653
2030,4,17,22,0.243549131,0.55010167
2030,4,17,23,0.093969104,0.146032014
2030,4,18,0,0.806287761,0.677987966
2030,4,18,1,0.918117967,0.639991778
2030,4,18,2,0.207505582,0.554188916
2030,4,18,3,0.072573498,0.319257602
2030,4,18,4,0.315819722,0.109232879
2030,4,18,5,0.67466641,0.830857452
2030,4,18,6,0.747725699,0.517140012
2030,4,18,7,0.125856523,0.607146359
2030,4,18,8,0.815959396,0.683055168
2030,4,18,9,0.147980098,0.42243413
2030,4,18,10,0.613468926,0.557096943
2030,4,18,11,0.766043856,0.819749543
2030,4,18,12,0.516671233,0.493297927
2030,4,18,13,0.293719839,0.716838168
2030,4,18,14,0.320992993,0.547845799
2030,4,18,15,0.331498949,0.451842754
2030,4,18,16,0.026117274,0.037404256
2030,4,18,17,0.908480319,0.22583701
2030,4,18,18,0.305806045,0.046762967
2030,4,18,19,0.70174129,0.536958067
2030,4,18,20,0.508075413,0.198541208
2030,4,18,21,0.398373869,0.723626357
2030,4,18,22,0.409135661,0.198007791
2030,4,18,23,0.43087118,0.370514262
2030,4,19,0,0.870132277,0.99215747
2030,4,19,1,0.150705064,0.679435251
2030,4,19,2,0.616101701,0.997763644
2030,4,19,3,0.326066508,0.575917075
2030,4,19,4,0.649925723,0.854112788
2030,4,19,5,0.432278331,0.415857465
2030,4,19,6,0.740643906,0.748683301
2030,4,19,7,0.507459511,0.707297497
2030,4,19,8,0.013629814,0.033012041
2030,4,19,9,0.336178566,0.808144202
2030,4,19,10,0.752162124,0.862425355
2030,4,19,11,0.403863738,0.549636827
2030,4,19,12,0.681868732,0.678472729
2030,4,19,13,0.802214061,0.095886912
2030,4,19,14,0.835759841,0.293646303
2030,4,19,15,0.175093201,0.980124412
2030,4,19,16,0.948745148,0.754338099
2030,4,19,17,0.370323887,0.211179441
2030,4,19,18,0.710247207,0.217296528
2030,4,19,19,0.973474778,0.774661587
2030,4,19,20,0.508173412,0.349182623
2030,4,19,21,0.607995953,0.306906926
2030,4,19,22,0.255047568,0.600036521
2030,4,19,23,0.434557181,0.136311437
2030,4,20,0,0.222086891,0.381147517
2030,4,20,1,0.558116307,0.421628739
2030,4,20,2,0.293331745,0.328937449
2030,4,20,3,0.322845618,0.088746036
2030,4,20,4,0.933311089,0.693962181
2030,4,20,5,0.344768858,0.590258733
2030,4,20,6,0.364731248,0.049684073
2030,4,20,7,0.409626054,0.344602739
2030,4,20,8,0.53433919,0.755126374
2030,4,20,9,0.93696502,0.346991929
2030,4,20,10,0.081330345,0.885978963
2030,4,20,11,0.217584816,0.320203814
2030,4,20,12,0.839908846,0.684276602
2030,4,20,13,0.543190336,0.931583126
2030,4,20,14,0.952926475,0.215865784
2030,4,20,15,0.237152905,0.385523375
2030,4,20,16,0.97339193,0.98304412
2030,4,20,17,0.720780316,0.843414866
2030,4,20,18,0.594551835,0.185672629
2030,4,20,19,0.939255546,0.752503589
2030,4,20,20,0.186432583,0.098556312
2030,4,20,21,0.84971111,0.497633981
2030,4,20,22,0.128086994,0.232711371
2030,4,20,23,0.626869607,0.408201473
2030,4,21,0,0.574889917,0.882864897
2030,4,21,1,0.578124412,0.47106068
2030,4,21,2,0.872959488,0.177499884
2030,4,21,3,0.354639962,0.100744324
2030,4,21,4,0.069760296,0.996568562
2030,4,21,5,0.228614204,0.654440529
2030,4,21,6,0.510637182,0.350102875
2030,4,21,7,0.700395091,0.069307506
2030,4,21,8,0.845398457,0.567908853
2030,4,21,9,0.863720871,0.035342737
2030,4,21,10,0.390325872,0.049545767
2030,4,21,11,0.514475632,0.147181697
2030,4,21,12,0.83225721,0.055661289
2030,4,21,13,0.794221106,0.924727522
2030,4,21,14,0.627541653,0.269265093
2030,4,21,15,0.594697006,0.023694505
2030,4,21,16,0.860231334,0.8147693
2030,4,21,17,0.903536288,0.335672892
2030,4,21,18,0.33442305,0.462582658
2030,4,21,19,0.995506324,0.216042678
2030,4,21,20,0.871415223,0.084044234
2030,4,21,21,0.610368651,0.325886278
2030,4,21,22,0.054184767,0.868519432
2030,4,21,23,0.922688972,0.295490986
2030,4,22,0,0.534181095,0.812215291
2030,4,22,1,0.760480169,0.452351759
2030,4,22,2,0.274395496,0.882656688
2030,4,22,3,0.633710234,0.506100522
2030,4,22,4,0.202291386,0.148768667
2030,4,22,5,0.522007481,0.224574814
2030,4,22,6,0.752344125,0.451015066
2030,4,22,7,0.863654427,0.357849888
2030,4,22,8,0.940609538,0.000497785
2030,4,22,9,0.72787978,0.911077892
2030,4,22,10,0.430449578,0.764075638
2030,4,22,11,0.014729839,0.725517009
2030,4,22,12,0.557407942,0.255364734
2030,4,22,13,0.539443181,0.37495404
2030,4,22,14,0.19828326,0.133553549
2030,4,22,15,0.775413213,0.569434839
2030,4,22,16,0.313647671,0.182180788
2030,4,22,17,0.189260782,0.531498142
2030,4,22,18,0.083650489,0.581292353
2030,4,22,19,0.486601562,0.919724071
2030,4,22,20,0.859219356,0.176884669
2030,4,22,21,0.3450902,0.303357492
2030,4,22,22,0.589657585,0.925182071
2030,4,22,23,0.340183406,0.882592385
2030,4,23,0,0.568534166,0.510774675
2030,4,23,1,0.786937059,0.278188916
2030,4,23,2,0.221675289,0.316176978
2030,4,23,3,0.433564488,0.878462303
2030,4,23,4,0.604059229,0.919530437
2030,4,23,5,0.193336501,0.548975377
2030,4,23,6,0.437149383,0.403726963
2030,4,23,7,0.70279951,0.716420981
2030,4,23,8,0.255061258,0.821251824
2030,4,23,9,0.299845321,0.666747774
2030,4,23,10,0.495485821,0.933673743
2030,4,23,11,0.685044289,0.678728562
2030,4,23,12,0.541081996,0.699206288
2030,4,23,13,0.958642176,0.831483789
2030,4,23,14,0.623264778,0.979021085
2030,4,23,15,0.699569933,0.245454857
2030,4,23,16,0.282333987,0.37340245
2030,4,23,17,0.834901337,0.294277367
2030,4,23,18,0.919900987,0.368657253
2030,4,23,19,0.997891689,0.799144561
2030,4,23,20,0.423903501,0.318665769
2030,4,23,21,0.854013779,0.926566878
2030,4,23,22,0.28376339,0.252205278
2030,4,23,23,0.141915398,0.034195457
2030,4,24,0,0.761568978,0.021944417
2030,4,24,1,0.430193995,0.687076122
2030,4,24,2,0.543765757,0.43581383
2030,4,24,3,0.248992501,0.702111315
2030,4,24,4,0.892689303,0.979243749
2030,4,24,5,0.581792147,0.332537045
2030,4,24,6,0.490121889,0.395112211
2030,4,24,7,0.190950898,0.773778454
2030,4,24,8,0.357296328,0.63731764
2030,4,24,9,0.642287322,0.88943837
2030,4,24,10,0.014807278,0.740042483
2030,4,24,11,0.837270325,0.298197905
2030,4,24,12,0.036314329,0.736951925
2030,4,24,13,0.438867685,0.139491512
2030,4,24,14,0.78491436,0.551568554
2030,4,24,15,0.614554971,0.6849647
2030,4,24,16,0.568719354,0.485660098
2030,4,24,17,0.951877148,0.606910765
2030,4,24,18,0.441503828,0.806219159
2030,4,24,19,0.333327014,0.112812414
2030,4,24,20,0.716420821,0.349446769
2030,4,24,21,0.99648992,0.676445411
2030,4,24,22,0.828877888,0.657839788
2030,4,24,23,0.348394858,0.311897971
2030,4,25,0,0.371847172,0.53252061
2030,4,25,1,0.767050986,0.655209634
2030,4,25,2,0.834943911,0.468675468
2030,4,25,3,0.14601821,0.239262509
2030,4,25,4,0.119727297,0.574856905
2030,4,25,5,0.824279835,0.183800941
2030,4,25,6,0.802518132,0.931679492
2030,4,25,7,0.548827134,0.858495327
2030,4,25,8,0.878343889,0.612239435
2030,4,25,9,0.722561271,0.30640998
2030,4,25,10,0.122788236,0.464658358
2030,4,25,11,0.281268918,0.609722157
2030,4,25,12,0.560412726,0.885387868
2030,4,25,13,0.893531898,0.936498474
2030,4,25,14,0.389878194,0.881632215
2030,4,25,15,0.743061614,0.68374034
2030,4,25,16,0.080029419,0.656824375
2030,4,25,17,0.691652365,0.170480175
2030,4,25,18,0.884608337,0.822266126
2030,4,25,19,0.479952791,0.136198452
2030,4,25,20,0.182551968,0.258759009
2030,4,25,21,0.76085663,0.578929313
2030,4,25,22,0.637584533,0.386141186
2030,4,25,23,0.360246108,0.33249823
2030,4,26,0,0.626102652,0.516875829
2030,4,26,1,0.086778728,0.897514018
2030,4,26,2,0.104314993,0.79283617
2030,4,26,3,0.591657044,0.197797761
2030,4,26,4,0.247199487,0.734705191
2030,4,26,5,0.678085145,0.36217125
2030,4,26,6,0.855635465,0.502693984
2030,4,26,7,0.508563764,0.694121495
2030,4,26,8,0.711660089,0.332349936
2030,4,26,9,0.465978494,0.436189625
2030,4,26,10,0.782100459,0.12521271
2030,4,26,11,0.531777949,0.273659577
2030,4,26,12,0.346316242,0.922195228
2030,4,26,13,0.183775125,0.667968687
2030,4,26,14,0.43797407,0.210002376
2030,4,26,15,0.121692448,0.963204427
2030,4,26,16,0.524392298,0.538036217
2030,4,26,17,0.352000213,0.748205001
2030,4,26,18,0.530171257,0.752352204
2030,4,26,19,0.201601279,0.564080282
2030,4,26,20,0.628619638,0.134744883
2030,4,26,21,0.8336108,0.411033351
2030,4,26,22,0.259654741,0.976390087
2030,4,26,23,0.876771382,0.846191767
2030,4,27,0,0.648610272,0.171595218
2030,4,27,1,0.720738679,0.750260666
2030,4,27,2,0.055202425,0.748441375
2030,4,27,3,0.008791656,0.442734716
2030,4,27,4,0.417880189,0.132692551
2030,4,27,5,0.54170556,0.328275506
2030,4,27,6,0.627411616,0.982635113
2030,4,27,7,0.225080787,0.005608139
2030,4,27,8,0.023897635,0.46078096
2030,4,27,9,0.709129278,0.09554337
2030,4,27,10,0.024004114,0.515958228
2030,4,27,11,0.715032537,0.534678215
2030,4,27,12,0.360821494,0.614162798
2030,4,27,13,0.969334021,0.994701151
2030,4,27,14,0.78775958,0.628326092
2030,4,27,15,0.017417099,0.439352123
2030,4,27,16,0.124787496,0.553845672
2030,4,27,17,0.396831658,0.577433797
2030,4,27,18,0.639509597,0.801159632
2030,4,27,19,0.486247246,0.612706861
2030,4,27,20,0.285930987,0.206169223
2030,4,27,21,0.120715422,0.862962757
2030,4,27,22,0.522034658,0.348691833
2030,4,27,23,0.725159915,0.725670564
2030,4,28,0,0.410633898,0.725612077
2030,4,28,1,0.461700893,0.769143635
2030,4,28,2,0.391493727,0.468426405
2030,4,28,3,0.287843461,0.76115168
2030,4,28,4,0.49340168,0.722390491
2030,4,28,5,0.861585039,0.54244638
2030,4,28,6,0.979999752,0.977790219
2030,4,28,7,0.061313989,0.231665505
2030,4,28,8,0.966630077,0.85195539
2030,4,28,9,0.965910101,0.023600614
2030,4,28,10,0.218008602,0.392794974
2030,4,28,11,0.575019726,0.354367798
2030,4,28,12,0.280629524,0.150125022
2030,4,28,13,0.028869573,0.555110596
2030,4,28,14,0.749494482,0.990391065
2030,4,28,15,0.779504054,0.222398705
2030,4,28,16,0.716040623,0.177779586
2030,4,28,17,0.307399301,0.664120786
2030,4,28,18,0.509209679,0.862530897
2030,4,28,19,0.811440179,0.863528614
2030,4,28,20,0.461103012,0.288163957
2030,4,28,21,0.85401446,0.977596159
2030,4,28,22,0.616624859,0.74442267
2030,4,28,23,0.78243242,0.726431463
2030,4,29,0,0.252155806,0.431372021
2030,4,29,1,0.13717858,0.737507102
2030,4,29,2,0.361519558,0.695209714
2030,4,29,3,0.495976149,0.31554264
2030,4,29,4,0.279811904,0.328354509
2030,4,29,5,0.294076789,0.625830443
2030,4,29,6,0.086808366,0.797285338
2030,4,29,7,0.843713916,0.535096336
2030,4,29,8,0.346319159,0.084792262
2030,4,29,9,0.588657603,0.810719328
2030,4,29,10,0.531221319,0.535070781
2030,4,29,11,0.277906729,0.243451349
2030,4,29,12,0.226662804,0.633407456
2030,4,29,13,0.55252652,0.487897093
2030,4,29,14,0.944612888,0.052869112
2030,4,29,15,0.299667299,0.797702823
2030,4,29,16,0.065810514,0.806005848
2030,4,29,17,0.053901348,0.860878748
2030,4,29,18,0.286719489,0.155657982
2030,4,29,19,0.463353217,0.795734533
2030,4,29,20,0.933244505,0.516379942
2030,4,29,21,0.607897615,0.567231167
2030,4,29,22,0.232102362,0.400915231
2030,4,29,23,0.601455122,0.721286161
2030,4,30,0,0.769632484,0.338702934
2030,4,30,1,0.176437405,0.00900571
2030,4,30,2,0.649726625,0.322643686
2030,4,30,3,0.709398292,0.14934002
2030,4,30,4,0.289656162,0.204006006
2030,4,30,5,0.984548582,0.122036677
2030,4,30,6,0.557027415,0.178987761
2030,4,30,7,0.718556658,0.434462884
2030,4,30,8,0.696045628,0.515222745
2030,4,30,9,0.881310228,0.860962786
2030,4,30,10,0.895989783,0.23942606
2030,4,30,11,0.468518097,0.745853809
2030,4,30,12,0.533744998,0.371023367
2030,4,30,13,0.741339609,0.008863436
2030,4,30,14,0.562456054,0.529019084
2030,4,30,15,0.937980371,0.386184253
2030,4,30,16,0.55951563,0.899435801
2030,4,30,17,0.960102106,0.824749293
2030,4,30,18,0.822922279,0.097506758
2030,4,30,19,0.133149932,0.653857555
2030,4,30,20,0.623078943,0.082839898
2030,4,30,21,0.650475299,0.527412214
2030,4,30,22,0.824711195,0.387631672
2030,4,30,23,0.74565268,0.782994896
2030,5,1,0,0.392624289,0.804445189
2030,5,1,1,0.002743241,0.372301445
2030,5,1,2,0.870378402,0.680995532
2030,5,1,3,0.122742086,0.272041497
2030,5,1,4,0.806358949,0.854260803
2030,5,1,5,0.856809897,0.356517024
2030,5,1,6,0.847034735,0.972535534
2030,5,1,7,0.584091665,0.789671664
2030,5,1,8,0.101675453,0.142726051
2030,5,1,9,0.772614644,0.544142042
2030,5,1,10,0.43331105,0.472688126
2030,5,1,11,0.498276784,0.482206288
2030,5,1,12,0.510769912,0.501143843
2030,5,1,13,0.152027357,0.30908385
2030,5,1,14,0.398184514,0.708799321
2030,5,1,15,0.647410597,0.103621498
2030,5,1,16,0.596931082,0.806792853
2030,5,1,17,0.831000369,0.806577686
2030,5,1,18,0.494669713,0.240114015
2030,5,1,19,0.504028452,0.829573352
2030,5,1,20,0.957883867,0.724010686
2030,5,1,21,0.149418346,0.250840662
2030,5,1,22,0.665272168,0.922871749
2030,5,1,23,0.428854525,0.062784012
2030,5,2,0,0.557197259,0.213022406
2030,5,2,1,0.090324704,0.434102793
2030,5,2,2,0.22936897,0.518866089
2030,5,2,3,0.616230717,0.183136487
2030,5,2,4,0.833014686,0.258224713
2030,5,2,5,0.670381419,0.825615321
2030,5,2,6,0.909891462,0.303795743
2030,5,2,7,0.959145235,0.632895144
2030,5,2,8,0.373313718,0.895383765
2030,5,2,9,0.45307093,0.982505223
2030,5,2,10,0.375651133,0.966626943
2030,5,2,11,0.264004274,0.869659205
2030,5,2,12,0.132041633,0.824737497
2030,5,2,13,0.432313243,0.488213418
2030,5,2,14,0.637710277,0.700355553
2030,5,2,15,0.632079627,0.656386793
2030,5,2,16,0.017087154,0.702452799
2030,5,2,17,0.346008938,0.417913137
2030,5,2,18,0.817213559,0.486659733
2030,5,2,19,0.117224934,0.930358099
2030,5,2,20,0.99883503,0.22932291
2030,5,2,21,0.185458662,0.028349117
2030,5,2,22,0.290493674,0.597948941
2030,5,2,23,0.628100437,0.735008823
2030,5,3,0,0.683534296,0.345280207
2030,5,3,1,0.80796257,0.148082417
2030,5,3,2,0.283374785,0.318023388
2030,5,3,3,0.773152162,0.970399618
2030,5,3,4,0.273215709,0.032508441
2030,5,3,5,0.279967928,0.478497172
2030,5,3,6,0.977508323,0.84406319
2030,5,3,7,0.852458102,0.199555069
2030,5,3,8,0.691822455,0.731173994
2030,5,3,9,0.499047232,0.869632183
2030,5,3,10,0.382427544,0.674699621
2030,5,3,11,0.092023903,0.503233073
2030,5,3,12,0.979125304,0.23176361
2030,5,3,13,0.448632977,0.78866648
2030,5,3,14,0.507713696,0.197085638
2030,5,3,15,0.41565672,0.628551869
2030,5,3,16,0.610767778,0.275741193
2030,5,3,17,0.792250738,0.317540285
2030,5,3,18,0.93506717,0.694020863
2030,5,3,19,0.008172023,0.933517741
2030,5,3,20,0.602167108,0.386250717
2030,5,3,21,0.252975166,0.513511083
2030,5,3,22,0.246625807,0.446172125
2030,5,3,23,0.219181291,0.03193693
2030,5,4,0,0.691133158,0.761097052
2030,5,4,1,0.217741242,0.804966166
2030,5,4,2,0.011472738,0.983527845
2030,5,4,3,0.503501132,0.472708222
2030,5,4,4,0.19437366,0.987678105
2030,5,4,5,0.55493046,0.880109923
2030,5,4,6,0.273178433,0.290807958
2030,5,4,7,0.587641363,0.073506029
2030,5,4,8,0.526054226,0.133832605
2030,5,4,9,0.279771235,0.66228511
2030,5,4,10,0.584339948,0.875071639
2030,5,4,11,0.199837744,0.91017645
2030,5,4,12,0.678518827,0.378854615
2030,5,4,13,0.783012044,0.768387784
2030,5,4,14,0.45178496,0.199679388
2030,5,4,15,0.297440014,0.908481302
2030,5,4,16,0.263966791,0.943143346
2030,5,4,17,0.689133038,0.512711154
2030,5,4,18,0.836597851,0.774162757
2030,5,4,19,0.408906842,0.277457058
2030,5,4,20,0.028281572,0.835580393
2030,5,4,21,0.181593748,0.277294838
2030,5,4,22,0.445353786,0.062458159
2030,5,4,23,0.047476914,0.955155995
2030,5,5,0,0.053063947,0.527838873
2030,5,5,1,0.327030197,0.340561704
2030,5,5,2,0.568201733,0.15351072
2030,5,5,3,0.32721321,0.051247044
2030,5,5,4,0.568774372,0.420934237
2030,5,5,5,0.858843743,0.432214021
2030,5,5,6,0.304513965,0.388030546
2030,5,5,7,0.14429969,0.350531509
2030,5,5,8,0.448431421,0.867753795
2030,5,5,9,0.37831815,0.688188422
2030,5,5,10,0.411232671,0.95534684
2030,5,5,11,0.009983759,0.797001804
2030,5,5,12,0.825103686,0.444452488
2030,5,5,13,0.863945423,0.640401119
2030,5,5,14,0.389070527,0.384394199
2030,5,5,15,0.966029767,0.805331249
2030,5,5,16,0.160057521,0.96639388
2030,5,5,17,0.150378693,0.668427295
2030,5,5,18,0.501436377,0.207035106
2030,5,5,19,0.897184511,0.714835108
2030,5,5,20,0.312175455,0.382097206
2030,5,5,21,0.326104083,0.727044362
2030,5,5,22,0.702459226,0.399553978
2030,5,5,23,0.359779008,0.719973769
2030,5,6,0,0.462688082,0.42246513
2030,5,6,1,0.220866096,0.335883788
